,GNN_Agent,EqualWeight,SPY
2020-04-29,793233.434873964,896145.1369006032,1000000.0
2020-04-30,793359.3449429917,883638.9904257052,1000000.0
2020-05-01,793485.2749977447,853630.5899461311,1000000.0
2020-05-04,793611.2250413952,863661.4881970608,1000000.0
2020-05-05,793737.195077116,870228.1325797675,1000000.0
2020-05-06,793863.1851080807,859725.6053279436,1000000.0
2020-05-07,793989.195137463,872256.7244010443,1000000.0
2020-05-08,794115.2251684372,892753.8092450969,1000000.0
2020-05-11,794241.2752041783,892960.6201854144,1000000.0
2020-05-12,794367.3452478616,875234.2254098988,1000000.0
2020-05-13,794493.4353026629,855304.3045348686,1000000.0
2020-05-14,794619.5453717586,869385.3504816877,1000000.0
2020-05-15,794745.6754583257,871082.6039938313,1000000.0
2020-05-18,794871.8255655414,906248.7414001741,1000000.0
2020-05-19,794997.9956965835,893130.3614464366,1000000.0
2020-05-20,795124.1858546308,911482.9841356289,1000000.0
2020-05-21,795250.3960428617,902412.984985394,1000000.0
2020-05-22,795376.626264456,901567.7970399375,1000000.0
2020-05-26,795502.8765225932,915057.088710448,1000000.0
2020-05-27,795629.146820454,931619.7544554947,1000000.0
2020-05-28,795755.4371612192,923718.2498348072,1000000.0
2020-05-29,795881.7475480703,924711.9281026324,1000000.0
2020-06-01,796008.077984189,929044.4374047082,1000000.0
2020-06-02,796134.428472758,941149.5844393246,1000000.0
2020-06-03,796260.7990169601,956033.3326137069,1000000.0
2020-06-04,796387.1896199788,955871.2537357766,1000000.0
2020-06-05,796513.6002849978,991147.7574344238,1000000.0
2020-06-08,796640.0310152018,1009345.0145202558,1000000.0
2020-06-09,796766.4818137757,997902.1412936017,1000000.0
2020-06-10,796892.952683905,984768.6248605163,1000000.0
2020-06-11,797019.4436287755,914960.4291338695,1000000.0
2020-06-12,797145.9546515738,933524.8717434232,1000000.0
2020-06-15,797272.4857554868,940216.3100836956,1000000.0
2020-06-16,797399.036943702,961659.5403663979,1000000.0
2020-06-17,797525.6082194074,951049.9438603149,1000000.0
2020-06-18,797652.1995857916,955620.4496233101,1000000.0
2020-06-19,797778.8110460434,950372.2108438904,1000000.0
2020-06-22,797905.4426033524,955499.551303488,1000000.0
2020-06-23,798032.0942609085,958439.2878916421,1000000.0
2020-06-24,798158.7660219026,928060.3946013111,1000000.0
2020-06-25,798285.4578895251,943014.5700058929,1000000.0
2020-06-26,798412.169866968,916756.3030814328,1000000.0
2020-06-29,798538.9019574231,926953.5853521574,1000000.0
2020-06-30,798665.6541640831,944846.2660934249,1000000.0
2020-07-01,798792.426490141,939399.833616311,1000000.0
2020-07-02,798919.2189387903,944644.3693829193,1000000.0
2020-07-06,799046.031513225,960202.8348286191,1000000.0
2020-07-07,799172.8642166399,944376.0334271106,1000000.0
2020-07-08,799299.7170522299,950591.7027505379,1000000.0
2020-07-09,799426.5900231906,938193.8998609132,1000000.0
2020-07-10,799553.4831327181,953198.0486850215,1000000.0
2020-07-13,799680.3963840092,945443.3673434011,1000000.0
2020-07-14,799807.3297802606,960203.3636630785,1000000.0
2020-07-15,799934.2833246702,971950.9227591805,1000000.0
2020-07-16,800061.2570204361,967431.5679832336,1000000.0
2020-07-17,800188.2508707568,966436.0217794173,1000000.0
2020-07-20,800315.2648788317,969747.1318222466,1000000.0
2020-07-21,800442.2990478601,984732.4814115054,1000000.0
2020-07-22,800569.3533810424,987849.3122367929,1000000.0
2020-07-23,800696.4278815791,981197.7175281333,1000000.0
2020-07-24,800823.5225526715,975999.7980669349,1000000.0
2020-07-27,800950.6373975213,980306.3903944844,1000000.0
2020-07-28,801077.7724193304,973017.3728078303,1000000.0
2020-07-29,801204.9276213018,988336.1154152794,1000000.0
2020-07-30,801332.1030066386,973550.0280943584,1000000.0
2020-07-31,801459.2985785445,973446.8498779648,1000000.0
2020-08-03,801586.5143402236,979025.7233711226,1000000.0
2020-08-04,801713.7502948809,986674.913276234,1000000.0
2020-08-05,801841.0064457214,992954.9500731714,1000000.0
2020-08-06,801968.282795951,994339.7812756543,1000000.0
2020-08-07,802095.5793487758,996106.9584289971,1000000.0
2020-08-10,802222.8961074027,1003536.7011642964,1000000.0
2020-08-11,802350.2330750389,998347.14857909,1000000.0
2020-08-12,802477.590254892,1013439.0997299314,1000000.0
2020-08-13,802604.9676501707,1005399.4111523967,1000000.0
2020-08-14,802732.3652640834,1006588.8778790375,1000000.0
2020-08-17,802859.7830998397,1007303.136178662,1000000.0
2020-08-18,802987.2211606493,1005844.4955054421,1000000.0
2020-08-19,803114.6794497226,1002836.6461677434,1000000.0
2020-08-20,803242.1579702703,998575.269404123,1000000.0
2020-08-21,803369.6567255036,999853.7781849303,1000000.0
2020-08-24,803497.1757186347,1013029.0366393126,1000000.0
2020-08-25,803624.7149528759,1014777.4882287135,1000000.0
2020-08-26,803752.2744314399,1018352.5509969053,1000000.0
2020-08-27,803879.8541575402,1023583.463533408,1000000.0
2020-08-28,804007.4541343908,1034918.558143971,1000000.0
2020-08-31,804135.0743652058,1028236.4019506534,1000000.0
2020-09-01,804262.7148532004,1031064.5862180146,1000000.0
2020-09-02,804390.3756015898,1044001.3960748797,1000000.0
2020-09-03,804518.0566135901,1016415.4296001389,1000000.0
2020-09-04,804645.7578924177,1010279.866690063,1000000.0
2020-09-08,804773.4794412897,979998.2619538427,1000000.0
2020-09-09,804901.2212634232,996314.95420999,1000000.0
2020-09-10,805028.9833620365,974827.6678740992,1000000.0
2020-09-11,805156.765740348,979767.7351036805,1000000.0
2020-09-14,805284.5684015767,991404.4006325853,1000000.0
2020-09-15,805412.3913489421,992765.5642524684,1000000.0
2020-09-16,805540.2345856641,1000238.882074965,1000000.0
2020-09-17,805668.0981149635,994225.3525874412,1000000.0
2020-09-18,805795.9819400612,986369.805565517,1000000.0
2020-09-21,805923.8860641788,970158.0425522682,1000000.0
2020-09-22,806051.8104905382,972224.2345442668,1000000.0
2020-09-23,806179.7552223622,947753.1048807729,1000000.0
2020-09-24,806307.7202628738,950517.46890974,1000000.0
2020-09-25,806435.7056152965,959186.7400321022,1000000.0
2020-09-28,806563.7112828547,974376.2018934498,1000000.0
2020-09-29,806691.7372687727,964966.3994384926,1000000.0
2020-09-30,806819.7835762757,974541.7932407272,1000000.0
2020-10-01,806947.8502085895,969574.9989882255,1000000.0
2020-10-02,807075.9371689401,964964.2178870431,1000000.0
2020-10-05,807204.0444605543,985907.3443600417,1000000.0
2020-10-06,807332.1720866592,972512.2022454991,1000000.0
2020-10-07,807460.3200504825,989254.0168230223,1000000.0
2020-10-08,807588.4883552525,1004569.5754247383,1000000.0
2020-10-09,807716.677004198,1006831.149660554,1000000.0
2020-10-12,807844.8860005478,1017964.5254426177,1000000.0
2020-10-13,807973.1153475321,1008758.5830379375,1000000.0
2020-10-14,808101.365048381,1001893.7688375328,1000000.0
2020-10-15,808229.6351063253,1002938.0629656379,1000000.0
2020-10-16,808357.9255245961,997775.9957995692,1000000.0
2020-10-19,808486.2363064255,980942.8472987578,1000000.0
2020-10-20,808614.5674550456,988447.8512031201,1000000.0
2020-10-21,808742.9189736894,978743.7645417987,1000000.0
2020-10-22,808871.2908655901,991425.918947771,1000000.0
2020-10-23,808999.6831339815,992205.3954718013,1000000.0
2020-10-26,809128.0957820981,970745.6050424805,1000000.0
2020-10-27,809256.5288131747,961692.4905076516,1000000.0
2020-10-28,809384.9822304467,927558.8481653859,1000000.0
2020-10-29,809513.45603715,936719.7583484451,1000000.0
2020-10-30,809641.950236521,933700.973178686,1000000.0
2020-11-02,809770.4648317967,950683.5912285895,1000000.0
2020-11-03,809898.9998262145,964312.8049612995,1000000.0
2020-11-04,810027.5552230123,985646.9813623029,1000000.0
2020-11-05,810156.1310254289,997533.563214341,1000000.0
2020-11-06,810284.7272367028,992535.7756008359,1000000.0
2020-11-09,810413.3438600737,1041120.1694548897,1000000.0
2020-11-10,810541.9808987817,1041290.8412238313,1000000.0
2020-11-11,810670.6383560674,1048473.4779453175,1000000.0
2020-11-12,810799.3162351715,1032252.695090136,1000000.0
2020-11-13,810928.014539336,1051734.4439736446,1000000.0
2020-11-16,811056.7332718027,1075381.0581278359,1000000.0
2020-11-17,811185.4724358141,1076330.7172854296,1000000.0
2020-11-18,811314.2320346135,1061421.8030656318,1000000.0
2020-11-19,811443.0120714444,1070347.0935951115,1000000.0
2020-11-20,811571.8125495511,1064151.1759113555,1000000.0
2020-11-23,811700.6334721781,1088101.1134548127,1000000.0
2020-11-24,811829.4748425706,1111495.955314746,1000000.0
2020-11-25,811958.3366639743,1107870.367605098,1000000.0
2020-11-27,812087.2189396353,1108620.238719898,1000000.0
2020-11-30,812216.1216728004,1095707.4501673786,1000000.0
2020-12-01,812345.0448667168,1104078.147033641,1000000.0
2020-12-02,812473.9885246323,1114096.5034886992,1000000.0
2020-12-03,812602.952649795,1114895.629522811,1000000.0
2020-12-04,812731.9372454538,1139377.1943563498,1000000.0
2020-12-07,812860.942314858,1131450.252508983,1000000.0
2020-12-08,812989.9678612573,1136763.2671943556,1000000.0
2020-12-09,813119.013887902,1132463.8107212677,1000000.0
2020-12-10,813248.0803980429,1140546.3165129668,1000000.0
2020-12-11,813377.1673949315,1134063.0524726112,1000000.0
2020-12-14,813506.2748818197,1120964.1760879944,1000000.0
2020-12-15,813635.4028619598,1137538.4642578363,1000000.0
2020-12-16,813764.5513386045,1137000.8260252394,1000000.0
2020-12-17,813893.7203150076,1140201.51966396,1000000.0
2020-12-18,814022.9097944228,1133277.8599498766,1000000.0
2020-12-21,814152.1197801046,1129862.734825051,1000000.0
2020-12-22,814281.3502753079,1121768.5182951342,1000000.0
2020-12-23,814410.6012832881,1129678.7744131417,1000000.0
2020-12-24,814539.8728073015,1130125.5715635612,1000000.0
2020-12-28,814669.1648506043,1134535.8338177,1000000.0
2020-12-29,814798.4774164537,1134036.1272437945,1000000.0
2020-12-30,814927.8105081072,1140192.0067736064,1000000.0
2020-12-31,815057.1641288227,1144925.8691187017,1000000.0
2021-01-04,815186.5382818591,1134955.0698748494,1000000.0
2021-01-05,815315.9329704754,1152750.4191379768,1000000.0
2021-01-06,815445.3481979311,1164752.1794212533,1000000.0
2021-01-07,815574.7839674863,1182031.517137442,1000000.0
2021-01-08,815704.2402824019,1183992.1659190333,1000000.0
2021-01-11,815833.7171459389,1190860.2675345857,1000000.0
2021-01-12,815963.2145613589,1199293.0824150324,1000000.0
2021-01-13,816092.7325319243,1197757.2315982247,1000000.0
2021-01-14,816222.2710608976,1201575.1472661933,1000000.0
2021-01-15,816351.8301515422,1182367.7967350178,1000000.0
2021-01-19,816481.409807122,1192440.7430257464,1000000.0
2021-01-20,816611.0100309008,1200578.7379748486,1000000.0
2021-01-21,816740.6308261439,1190900.823761034,1000000.0
2021-01-22,816870.2721961164,1186866.6967604773,1000000.0
2021-01-25,816999.9341440841,1185848.677820893,1000000.0
2021-01-26,817129.6166733134,1178255.6230953145,1000000.0
2021-01-27,817259.3197870711,1147833.7109951365,1000000.0
2021-01-28,817389.0434886247,1163197.8830326642,1000000.0
2021-01-29,817518.787781242,1142538.5297886191,1000000.0
2021-02-01,817648.5526681916,1153676.1276273462,1000000.0
2021-02-02,817778.3381527421,1170820.2529843326,1000000.0
2021-02-03,817908.1442381633,1180713.5964653,1000000.0
2021-02-04,818037.970927725,1195155.576369276,1000000.0
2021-02-05,818167.8182246977,1200024.1889862095,1000000.0
2021-02-08,818297.6861323526,1219092.3438911994,1000000.0
2021-02-09,818427.5746539609,1214803.0123008038,1000000.0
2021-02-10,818557.4837927949,1219901.3444244,1000000.0
2021-02-11,818687.4135521272,1219529.939783427,1000000.0
2021-02-12,818817.3639352308,1228122.1447552007,1000000.0
2021-02-16,818947.3349453793,1236830.531183098,1000000.0
2021-02-17,819077.3265858468,1240503.199220974,1000000.0
2021-02-18,819207.3388599082,1229517.2425234227,1000000.0
2021-02-19,819337.3717708383,1232205.8049598273,1000000.0
2021-02-22,819467.4253219131,1235324.061408511,1000000.0
2021-02-23,819597.4995164087,1235166.924308304,1000000.0
2021-02-24,819727.594357602,1258003.8288510747,1000000.0
2021-02-25,819857.7098487698,1234090.5065398982,1000000.0
2021-02-26,819987.8459931903,1221683.8244319088,1000000.0
2021-03-01,820118.0027941418,1246660.3565702883,1000000.0
2021-03-02,820248.1802549028,1238113.6102353982,1000000.0
2021-03-03,820378.3783787529,1231640.5650074675,1000000.0
2021-03-04,820508.5971689718,1222986.6702019454,1000000.0
2021-03-05,820638.8366288398,1249152.2327181052,1000000.0
2021-03-08,820769.0967616381,1247197.288321623,1000000.0
2021-03-09,820899.377570648,1252760.2322147028,1000000.0
2021-03-10,821029.6790591513,1268079.2497035924,1000000.0
2021-03-11,821160.0012304307,1275811.236709472,1000000.0
2021-03-12,821290.3440877689,1277440.9460295537,1000000.0
2021-03-15,821420.7076344496,1280156.4200670486,1000000.0
2021-03-16,821551.0918737567,1273064.318867468,1000000.0
2021-03-17,821681.4968089749,1275635.8003147386,1000000.0
2021-03-18,821811.9224433891,1253189.0475117315,1000000.0
2021-03-19,821942.3687802849,1253869.09982938,1000000.0
2021-03-22,822072.8358229485,1258487.4900590542,1000000.0
2021-03-23,822203.3235746665,1247445.3387095819,1000000.0
2021-03-24,822333.8320387261,1247094.4048159171,1000000.0
2021-03-25,822464.361218415,1253295.3437854077,1000000.0
2021-03-26,822594.9111170211,1280357.9189268816,1000000.0
2021-03-29,822725.4817378335,1275988.6717116514,1000000.0
2021-03-30,822856.0730841411,1268819.3982374952,1000000.0
2021-03-31,822986.6851592339,1269493.423783969,1000000.0
2021-04-01,823117.317966402,1285925.047210553,1000000.0
2021-04-05,823247.9715089365,1289902.2660290634,1000000.0
2021-04-06,823378.6457901284,1288326.726255944,1000000.0
2021-04-07,823509.3408132697,1291247.7926613293,1000000.0
2021-04-08,823640.0565816528,1292053.5461170396,1000000.0
2021-04-09,823770.7930985705,1299049.9830647027,1000000.0
2021-04-12,823901.5503673165,1295774.7261706593,1000000.0
2021-04-13,824032.3283911843,1297518.3956124845,1000000.0
2021-04-14,824163.1271734687,1304008.538008942,1000000.0
2021-04-15,824293.9467174646,1314533.29075143,1000000.0
2021-04-16,824424.7870264675,1318024.170536061,1000000.0
2021-04-19,824555.6481037734,1313050.0370474637,1000000.0
2021-04-20,824686.5299526787,1295050.1482201677,1000000.0
2021-04-21,824817.4325764809,1307870.9823375463,1000000.0
2021-04-22,824948.3559784773,1294436.7409339137,1000000.0
2021-04-23,825079.300161966,1307955.6994285546,1000000.0
2021-04-26,825210.2651302457,1310768.0164726085,1000000.0
2021-04-27,825341.2508866157,1313837.7208330566,1000000.0
2021-04-28,825472.2574343756,1320039.57002659,1000000.0
2021-04-29,825603.2847768256,1328865.2799700855,1000000.0
2021-04-30,825734.3329172664,1314468.5266737181,1000000.0
2021-05-03,825865.4018589994,1328811.1454965626,1000000.0
2021-05-04,825996.4916053263,1324668.2388787852,1000000.0
2021-05-05,826127.6021595494,1338505.173687402,1000000.0
2021-05-06,826258.7335249716,1349555.6279037453,1000000.0
2021-05-07,826389.8857048963,1362077.7621623878,1000000.0
2021-05-10,826521.0587026273,1353343.4682911008,1000000.0
2021-05-11,826652.252521469,1336784.1584802996,1000000.0
2021-05-12,826783.4671647265,1320939.876106335,1000000.0
2021-05-13,826914.7026357051,1328880.7069205644,1000000.0
2021-05-14,827045.9589377108,1351412.5111712047,1000000.0
2021-05-17,827177.2360740503,1357554.295576417,1000000.0
2021-05-18,827308.5340480303,1345364.0699288233,1000000.0
2021-05-19,827439.8528629587,1336912.2784676745,1000000.0
2021-05-20,827571.1925221432,1346807.6172237077,1000000.0
2021-05-21,827702.553028893,1348086.126243712,1000000.0
2021-05-24,827833.9343865167,1359301.4707055148,1000000.0
2021-05-25,827965.336598324,1352412.6534942684,1000000.0
2021-05-26,828096.7596676254,1356235.702736132,1000000.0
2021-05-27,828228.2035977314,1358098.6958446708,1000000.0
2021-05-28,828359.6683919533,1362020.238201821,1000000.0
2021-06-01,828491.1540536028,1366645.3857648328,1000000.0
2021-06-02,828622.6605859924,1377726.9004039813,1000000.0
2021-06-03,828754.1879924347,1379451.3658218267,1000000.0
2021-06-04,828885.7362762431,1389828.337664485,1000000.0
2021-06-07,829017.3054407315,1388083.6380958585,1000000.0
2021-06-08,829148.8954892142,1386770.4490996094,1000000.0
2021-06-09,829280.5064250063,1384997.0451640338,1000000.0
2021-06-10,829412.138251423,1392154.7293026606,1000000.0
2021-06-11,829543.7909717804,1393295.2452701295,1000000.0
2021-06-14,829675.4645893951,1393370.2588570314,1000000.0
2021-06-15,829807.1591075839,1393327.7883184971,1000000.0
2021-06-16,829938.8745296646,1385409.0863652285,1000000.0
2021-06-17,830070.6108589552,1376705.405244807,1000000.0
2021-06-18,830202.3680987741,1352885.6659161716,1000000.0
2021-06-21,830334.1462524406,1380321.8823983555,1000000.0
2021-06-22,830465.9453232745,1388091.7929038473,1000000.0
2021-06-23,830597.7653145958,1387193.495759482,1000000.0
2021-06-24,830729.6062297252,1400518.504599922,1000000.0
2021-06-25,830861.4680719839,1410138.1181164447,1000000.0
2021-06-28,830993.3508446938,1402690.7853938635,1000000.0
2021-06-29,831125.2545511771,1402858.811461288,1000000.0
2021-06-30,831257.1791947567,1409526.940036623,1000000.0
2021-07-01,831389.1247787559,1421077.3435916437,1000000.0
2021-07-02,831521.0913064986,1430220.7403925206,1000000.0
2021-07-06,831653.0787813092,1417617.7653517267,1000000.0
2021-07-07,831785.0872065127,1415239.5674957584,1000000.0
2021-07-08,831917.1165854344,1403700.7103411802,1000000.0
2021-07-09,832049.1669214005,1422131.3610303188,1000000.0
2021-07-12,832181.2382177373,1425484.9989934668,1000000.0
2021-07-13,832313.3304777719,1421343.215877623,1000000.0
2021-07-14,832445.443704832,1413087.496690338,1000000.0
2021-07-15,832577.5779022456,1404408.9495441073,1000000.0
2021-07-16,832709.7330733412,1389877.0178491152,1000000.0
2021-07-19,832841.9092214481,1365539.1941229647,1000000.0
2021-07-20,832974.1063498959,1383761.7654613657,1000000.0
2021-07-21,833106.3244620151,1405336.8410184418,1000000.0
2021-07-22,833238.5635611361,1407305.690289385,1000000.0
2021-07-23,833370.8236505904,1412619.6776302545,1000000.0
2021-07-26,833503.1047337096,1420811.0392198653,1000000.0
2021-07-27,833635.4068138261,1415793.5627829055,1000000.0
2021-07-28,833767.7298942729,1420101.5042946523,1000000.0
2021-07-29,833900.0739783831,1429650.1586182322,1000000.0
2021-07-30,834032.4390694908,1421264.8205469388,1000000.0
2021-08-02,834164.8251709305,1418393.0812004537,1000000.0
2021-08-03,834297.2322860371,1436579.11399307,1000000.0
2021-08-04,834429.660418146,1424137.0200729028,1000000.0
2021-08-05,834562.1095705935,1435659.5025524017,1000000.0
2021-08-06,834694.5797467158,1441701.7545012147,1000000.0
2021-08-09,834827.0709498504,1437050.0378410507,1000000.0
2021-08-10,834959.5831833346,1444510.0246971948,1000000.0
2021-08-11,835092.1164505065,1449001.8020666335,1000000.0
2021-08-12,835224.6707547051,1453240.122071669,1000000.0
2021-08-13,835357.2460992694,1453015.431918508,1000000.0
2021-08-16,835489.8424875392,1451428.312548351,1000000.0
2021-08-17,835622.4599228548,1443344.5051629632,1000000.0
2021-08-18,835755.0984085569,1421954.5277541974,1000000.0
2021-08-19,835887.7579479868,1418217.9584866555,1000000.0
2021-08-20,836020.4385444866,1427062.8567357846,1000000.0
2021-08-23,836153.1402013985,1447564.551608598,1000000.0
2021-08-24,836285.8629220655,1452827.1902323652,1000000.0
2021-08-25,836418.606709831,1458109.9491348322,1000000.0
2021-08-26,836551.3715680391,1448945.5654594074,1000000.0
2021-08-27,836684.157500034,1464887.54469665,1000000.0
2021-08-30,836816.9645091611,1462724.3759201083,1000000.0
2021-08-31,836949.7925987658,1458181.7880228404,1000000.0
2021-09-01,837082.6417721943,1450063.3647127852,1000000.0
2021-09-02,837215.5120327931,1461135.0819151073,1000000.0
2021-09-03,837348.4033839095,1459267.3827524025,1000000.0
2021-09-07,837481.3158288911,1451105.4998240843,1000000.0
2021-09-08,837614.2493710862,1444026.9584978072,1000000.0
2021-09-09,837747.2040138437,1437959.8298319196,1000000.0
2021-09-10,837880.1797605125,1433258.4624466617,1000000.0
2021-09-13,838013.1766144428,1444144.6900317601,1000000.0
2021-09-14,838146.1945789849,1432939.8310277709,1000000.0
2021-09-15,838279.2336574895,1450584.585981901,1000000.0
2021-09-16,838412.2938533083,1445394.624923299,1000000.0
2021-09-17,838545.375169793,1437836.618080627,1000000.0
2021-09-20,838678.4776102962,1410207.1951787383,1000000.0
2021-09-21,838811.601178171,1413030.7206354828,1000000.0
2021-09-22,838944.7458767708,1431535.8209636565,1000000.0
2021-09-23,839077.9117094498,1458050.9227465347,1000000.0
2021-09-24,839211.0986795624,1460483.5650982584,1000000.0
2021-09-27,839344.306790464,1467703.434318386,1000000.0
2021-09-28,839477.5360455102,1445089.0542379222,1000000.0
2021-09-29,839610.7864480572,1447765.8860984272,1000000.0
2021-09-30,839744.0580014617,1431142.9046942696,1000000.0
2021-10-01,839877.3507090809,1452842.1673843202,1000000.0
2021-10-04,840010.6645742729,1444139.2046476789,1000000.0
2021-10-05,840143.999600396,1459511.8933003931,1000000.0
2021-10-06,840277.3557908089,1461790.71813679,1000000.0
2021-10-07,840410.733148871,1476298.4618368754,1000000.0
2021-10-08,840544.1316779422,1484312.7302724128,1000000.0
2021-10-11,840677.5513813833,1476771.4894202456,1000000.0
2021-10-12,840810.992262555,1473793.5705346465,1000000.0
2021-10-13,840944.454324819,1475176.2275521476,1000000.0
2021-10-14,841077.9375715372,1495658.4979126889,1000000.0
2021-10-15,841211.4420060725,1509182.7742212114,1000000.0
2021-10-18,841344.9676317878,1513798.2387858704,1000000.0
2021-10-19,841478.514452047,1527597.069110533,1000000.0
2021-10-20,841612.082470214,1535793.6977435115,1000000.0
2021-10-21,841745.6716896539,1534790.1463190287,1000000.0
2021-10-22,841879.2821137316,1541748.116586532,1000000.0
2021-10-25,842012.9137458132,1548271.8485333913,1000000.0
2021-10-26,842146.566589265,1556485.2031398846,1000000.0
2021-10-27,842280.2406474539,1537090.3668041173,1000000.0
2021-10-28,842413.9359237473,1549698.355408403,1000000.0
2021-10-29,842547.652421513,1551295.142830469,1000000.0
2021-11-01,842681.3901441196,1557955.9527078425,1000000.0
2021-11-02,847194.9962079028,1562138.665719592,1000000.0
2021-11-03,850353.8582956812,1566527.6184126672,1000000.0
2021-11-04,856588.8920248348,1572910.3394376056,1000000.0
2021-11-05,858211.9735393239,1577449.8582718503,1000000.0
2021-11-08,852992.6317046505,1586890.39623201,1000000.0
2021-11-09,854602.4603302219,1585420.0031238056,1000000.0
2021-11-10,857121.129809482,1569137.1108074938,1000000.0
2021-11-11,857553.6255983408,1571778.4410219253,1000000.0
2021-11-12,859214.6976739217,1576568.7559159726,1000000.0
2021-11-15,859720.4688125689,1577003.5014383164,1000000.0
2021-11-16,855984.8464380474,1582246.2800103752,1000000.0
2021-11-17,855530.5049400427,1569045.071285988,1000000.0
2021-11-18,857514.2488010804,1570050.442371475,1000000.0
2021-11-19,852616.165919649,1551074.987028621,1000000.0
2021-11-22,855535.7754563915,1557381.950115063,1000000.0
2021-11-23,862331.8140290285,1575011.4683937563,1000000.0
2021-11-24,861157.3392475348,1580922.5248001458,1000000.0
2021-11-26,850977.3004580847,1539606.4165406432,1000000.0
2021-11-29,849306.7664946116,1553729.7595130585,1000000.0
2021-11-30,833088.7411419216,1525230.5519918334,1000000.0
2021-12-01,831877.3359743376,1510759.8268680533,1000000.0
2021-12-02,831177.5026599464,1535666.7942214352,1000000.0
2021-12-03,831309.4355968768,1525400.1527407388,1000000.0
2021-12-06,831441.389475543,1541188.4738721545,1000000.0
2021-12-07,831573.3642992694,1571808.627189637,1000000.0
2021-12-08,831705.3600713805,1569344.0549027568,1000000.0
2021-12-09,831837.3767952014,1561820.1933201132,1000000.0
2021-12-10,831969.414474058,1581328.6777327927,1000000.0
2021-12-13,832101.4731112762,1565637.645798436,1000000.0
2021-12-14,832233.5527101827,1558464.0367250433,1000000.0
2021-12-15,832365.653274105,1583680.242094571,1000000.0
2021-12-16,832497.7748063708,1581283.3867110682,1000000.0
2021-12-17,832629.9173103084,1553954.5631062363,1000000.0
2021-12-20,832762.0807892466,1538434.400863896,1000000.0
2021-12-21,832894.2652465149,1565289.0534068279,1000000.0
2021-12-22,833026.470685443,1575642.6454316126,1000000.0
2021-12-23,833158.6971093614,1581149.5692885593,1000000.0
2021-12-27,833290.944521601,1604396.333972602,1000000.0
2021-12-28,833423.2129254934,1602236.7895622202,1000000.0
2021-12-29,833555.5023243704,1600720.6025092257,1000000.0
2021-12-30,833687.8127215649,1596155.316938442,1000000.0
2021-12-31,833820.1441204096,1595582.6322369159,1000000.0
2022-01-03,831524.3412988586,1614147.0333070485,1000000.0
2022-01-04,829269.9040042752,1624421.86155064,1000000.0
2022-01-05,831888.2317550607,1601390.1753261182,1000000.0
2022-01-06,829534.0735159266,1609871.7203583617,1000000.0
2022-01-07,831059.7141474977,1610426.254255606,1000000.0
2022-01-10,829473.1113589113,1612043.4778248924,1000000.0
2022-01-11,829001.1858321652,1632491.4905349032,1000000.0
2022-01-12,827403.2498948046,1632350.2339513032,1000000.0
2022-01-13,824733.8025112371,1611606.1170710626,1000000.0
2022-01-14,822788.3579364948,1614629.765972602,1000000.0
2022-01-18,813164.7659795792,1591508.8955506955,1000000.0
2022-01-19,815518.9184539824,1579480.7335704225,1000000.0
2022-01-20,809371.6470512074,1562167.8288853692,1000000.0
2022-01-21,803029.7605774625,1539151.2750043399,1000000.0
2022-01-24,799021.5199812545,1540053.2969512106,1000000.0
2022-01-25,795090.3958108402,1546022.8459392593,1000000.0
2022-01-26,793491.6873836481,1547311.1169948298,1000000.0
2022-01-27,798318.2943751083,1544179.08502624,1000000.0
2022-01-28,811593.9336291593,1574090.6723248411,1000000.0
2022-01-31,817780.9041302174,1593842.2753679352,1000000.0
2022-02-01,819044.9766187187,1612705.6757592973,1000000.0
2022-02-02,826915.6654457151,1626655.5940843269,1000000.0
2022-02-03,822386.1118165276,1602302.1057947846,1000000.0
2022-02-04,822832.5485348131,1616286.5684328259,1000000.0
2022-02-07,822512.0270375145,1621193.54833128,1000000.0
2022-02-08,822869.4234489921,1622234.8070955127,1000000.0
2022-02-09,822096.7944511501,1641802.6526544592,1000000.0
2022-02-10,814137.6757480112,1617004.9750949526,1000000.0
2022-02-11,806854.6754038995,1600647.3689056798,1000000.0
2022-02-14,803850.2600455717,1586912.3280168243,1000000.0
2022-02-15,808746.0834711047,1603732.8899738472,1000000.0
2022-02-16,808066.8583662516,1603019.5766128888,1000000.0
2022-02-17,813023.5535378096,1577859.0881459024,1000000.0
2022-02-18,810829.8270385556,1565814.4032712118,1000000.0
2022-02-22,803618.2420113516,1549225.5296908587,1000000.0
2022-02-23,795442.6075967364,1531119.5291845514,1000000.0
2022-02-24,788217.6628570864,1538377.691213831,1000000.0
2022-02-25,812558.4176523704,1573909.7942366453,1000000.0
2022-02-28,806344.033192475,1571922.8550233778,1000000.0
2022-03-01,801469.698928033,1549268.0374952143,1000000.0
2022-03-02,808289.6721032686,1579747.5136428468,1000000.0
2022-03-03,811583.5053401286,1571487.3892970707,1000000.0
2022-03-04,815382.3462166492,1572061.4354792873,1000000.0
2022-03-07,804428.7116492196,1538393.1448439192,1000000.0
2022-03-08,787791.5083123544,1531356.5172949785,1000000.0
2022-03-09,793560.549816927,1557565.9599449795,1000000.0
2022-03-10,795399.4517860549,1560962.7766417405,1000000.0
2022-03-11,796075.0999192654,1546701.7609978565,1000000.0
2022-03-14,803006.5483058123,1539257.2469812767,1000000.0
2022-03-15,818886.2870712103,1557953.2949268273,1000000.0
