Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,HCLTECH.NS,HDFCBANK.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2018-01-02,-0.00564581492680516,-0.0007872601851487656,-0.010666678488947466,0.0016706536638898596,-0.013774259313477586,-0.0005796808103670085,-0.02173472160138386,-0.0175006181770783,-0.006069122062580861,0.01267046012147046,-0.016651960280837565,0.002098518247901904,0.01591891241122519,0.009579208297018341,0.002762230929146921,-0.004397748444164145,-0.0019355917241631977,0.01230211187026194,-0.0037321444798029276,-0.005926698752939667,-0.004713860180944677,0.0032447625981543667,0.011018132177767351,-0.010189691313684903,4.4631521562415876e-05,0.013222773721450417,0.02312510932781142,0.00274359064600875,0.0015376072178856079,-0.01261578218686552,-0.0033152377478770883,0.009783052146553462,-0.005457766445451597,0.021337005494969846,-0.008600306456294232,-0.0008814856827354126,0.006769015372367828
2018-01-03,0.025465556760037228,-0.0007442070540700751,0.0016966300514308452,-0.016432932453566942,-0.0003233778301225655,-0.005436149716147733,0.0031892691493474036,0.005333844652740452,-0.0016466546516326322,0.006643249041394213,0.01697051713641522,-0.029571400018743997,0.005027591965638414,-0.010577283218830887,0.016776707999669332,0.008739294184390812,0.016968442843255334,-0.008368584846423634,-0.008191250748717255,0.0015327867971640277,0.0155652335724497,-0.003094831334263781,0.002652910822185984,-0.014491224378363648,-0.0004388195033127996,-0.010394695118271551,-0.01742292716028398,0.004473047242004755,0.003997977982878477,-0.0013199041319465951,-0.0054327729720705965,0.007717141575603231,0.0028274434147161492,0.010644569884401144,0.013106524504515894,0.011608565342843692,-0.027839224488005344
2018-01-04,0.005382239114018598,0.02606124877514717,-0.0009819893828523988,0.007194097450391607,-0.00726241103185885,0.022310801232160008,0.009220066480263849,-0.011722128930446267,0.01626445008258021,0.021650856517827954,0.0064825979057932595,0.030235163000268593,-0.004691543544718626,0.0039056064883880213,0.011863887791924555,0.0014062105615490236,-0.0009526858189090825,0.009979161585308056,-0.005793511541993605,0.0015304409570128027,0.030963387158654612,0.0002998717689216408,0.0014561413425767135,-0.00322783850319798,0.001163156953572841,0.00028212473305076145,0.030795314607822002,-0.00646791339357812,0.0059943064118754335,0.0184841765295292,0.021126688163115043,0.033844948510417895,0.006967961078252463,0.005950096625640208,0.041853866858310315,0.010072191544103982,0.005469861347156633
2018-01-05,0.033470390094630875,0.011198985193122056,0.0059654501780745635,0.004706271470477961,0.012689223895869291,0.033911103194250274,0.03198774252601998,0.003818615817337785,-0.0025975006052796857,0.0034139571578264177,0.0009935405525252578,0.0256350918983839,0.007751782248372427,0.001987385314090153,-0.012225778831297966,0.0031748710768969984,-0.005736370701003761,0.030856382331465548,-0.003354126418020558,0.005148290668501971,0.02828105787524478,0.0026454151708682613,0.0004627668222497679,0.005058222577998118,-0.0015896651097108067,0.0022564973531610014,-0.005277175528708643,0.0044824772240953294,0.003200298854634365,-0.006993659696910229,-0.004224601106067481,0.013651730158595958,0.012008117668737583,0.005534334790210609,0.018640294214987838,0.011508833533273463,-0.006761327876467106
2018-01-08,-0.002125773002164967,-0.0027456809708608348,0.0038982512476967534,-0.0012509319585263608,0.01817729354856193,0.01224221245082479,-0.04478434623591295,0.01063405313116381,-0.00016269414746879953,0.030733592091541938,0.007689179510165587,0.0012929872239402056,0.0004999712365072053,-0.0016109346403967947,-0.0009049515155140673,0.008697582622566145,0.003987065298482697,0.012697347933624458,0.023486700164442174,0.01021774248824736,0.003151878660503169,0.003036120333711441,0.004682653902816401,0.0015994545282176154,0.010685211625153738,0.0008444913885756752,-0.005305171917443263,-0.0034843907900780433,0.005724060963315134,-0.0017970419434971388,0.02196028203078832,-0.0025331668410738003,0.009327375323262528,0.020438573413351972,0.01786725810291787,0.006688636631864453,0.005155530596600008
2018-01-09,-0.0042653034027316915,0.009305308806629973,-0.0002652731232450258,-0.009893738629927864,-0.01249829779135991,-0.00949058036160985,-0.012766267809094149,-0.011097112452035028,0.0008938537643251804,0.056143507384050474,-0.02439465920085609,-0.007620049259121755,-0.0074123902245053054,0.0016645550422146069,-0.016982026724394736,-0.005202034620367868,-0.004946046478931033,0.00298986914872246,0.005102782990675329,0.018465386693198353,-0.007017688734259565,0.0036213597225072747,0.003350108275952175,-0.006945337556361338,-0.020598134048080325,-0.005362086453973712,-0.0020281787717786226,0.0022412032068667305,0.013265810319430978,-0.004917199142955975,-0.008657942632719367,0.004607318086013446,-0.0019915715940795695,-0.004578669894182606,0.0073694778688446205,0.0003501053496116859,0.019257493486116915
2018-01-10,0.005565050121480716,-0.013204591672131479,-0.0044323371974787475,-0.011192418078404459,0.008333629456451401,-0.009553435223545589,-0.0066917048718342165,0.007041176808199332,0.0067189258526950645,0.013880785403684225,-0.00922253838025144,-0.013105199301000655,0.02431462421232139,0.00026833954263449244,-0.009994541634629686,0.003300028780723322,-0.00192133669994702,0.0052325141994544605,0.010412673391064876,-0.004259641068476971,-0.004234114484701851,-0.007455275033109248,-0.003415970006274235,-0.0008211895150990324,0.008626693009624806,-0.015685240704396024,0.004557970340599525,-0.0057377774403704895,0.0014867349571645433,-0.010571540276811236,-0.002389970174889978,0.0007116206820401536,0.0353945463730911,0.015335466801741785,-0.01659011243110683,-0.005356666053436048,0.02950972465502538
2018-01-11,0.004829489815458754,0.009762010387136005,-0.007222033656362464,-0.004374398824951607,-0.010274733213392404,-0.01219803684141845,0.016354486005884166,0.009961202939554931,-0.012012250066500248,-0.0006486770743429342,0.020405400530254567,-0.00018547837219630908,0.0011455885473826003,0.004469138118477063,-0.003913853562903649,0.009364490597843075,-0.008045167575343534,-0.01968386356174946,0.02213386398824772,0.0014836911939544156,-0.0008844520469215848,0.015248550412718118,0.00890947144587569,-0.0038521193468414863,0.003517627278500471,-0.0025904981958564804,0.0,-0.01005769040701161,-0.004893372921364278,0.0036466976813291324,0.004859093377146393,-0.002461255692843401,-0.005752830257970714,0.017554054022930313,-0.01172945985461283,0.0006584629236691988,-0.01728978035518391
2018-01-12,-0.005183915874692463,0.0006304973370032597,-0.0065539698878877665,-0.005668350027353693,-0.017464657640051673,-0.005773987102797206,-0.010153248768315023,-0.002810077695687861,-0.000408432014071735,0.0029171423636219313,-0.0070601693190245575,0.009152471699560193,0.009768282093589912,-0.0038791706828434384,0.004099751986374837,-0.0033788553061182016,0.026149716722567933,0.002907055532872751,0.00246015380456284,-0.008374386670671833,0.014929622462993761,0.005585497046344802,0.0011079414239556133,0.012697464775319366,-0.010859653366270034,-0.005780409576902519,0.014298863837028313,-0.007610638270314681,0.011925462603548879,0.00016543836609146274,-0.007683337812632432,-0.000908554383601916,-0.005083877053449543,-0.001723570219829666,-0.0034240618514882024,-0.00013622982935140824,-0.007188649409776335
2018-01-15,-0.006398802049811122,0.011989859957449361,0.009770142744474785,-0.002948827588512835,-0.009327107815044068,-0.018214582774940317,-0.009960249310570166,0.0024499105419726916,-0.0030269290912167957,-0.010083133525800671,-0.01422591939094806,-0.006517168016384246,-0.018146280002987958,0.01724703857684015,-0.008029104625435247,-0.00496109117591935,0.03586153792916423,-0.01349039803582994,0.00250034222389703,0.00018700086355192947,-0.006295938273467648,0.014551227833444782,-0.010873058729463331,-0.010702683300987722,-0.004026538777487378,0.00260556955743667,-0.02088944510711615,0.014912469927484996,0.00015810684852789308,0.0011573028400912629,-0.012070078988460214,0.017056011635081275,-0.010955429266407855,-0.012791425833639403,0.015861588792978693,0.025691442280188194,-0.011991167736370623
